,__CLASS__,adref,category.__CLASS__,category.label,category.tag,company.__CLASS__,company.display_name,contract_time,contract_type,created,description,id,latitude,location.__CLASS__,location.area,location.display_name,longitude,query_url,redirect_url,salary_is_predicted,title
0,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoxMzEyODA1MDE3LCJzIjoiYV80UVY3cy1SMVczc2VDM2FKZGJ1ZyJ9.cf0VUdjCvHWbpqwgktONesJs7Usmlaho6yZ9AP_BQOE,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,CompHealth,,,2019-10-25T12:38:39Z,"Join a high-volume, collaborative primary care team in providing comprehensive pediatric care in an outpatient setting in Minnesota. Acquire a sense of balance between providing the full range of general pediatric medicine in a fulfilling work environment while enjoying small-town life in beautiful lake country. You will see 15 – 20 patients per day, enjoy a Monday – Friday work schedule with no weekend clinic, and a 1:10 call schedule. You will be offered full medical benefits, vacation, reloc…",1312805017,46.817181,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Becker County', 'Detroit Lakes']","Detroit Lakes, Becker County",-95.845325,page number 2,https://www.adzuna.com/land/ad/1312805017?se=a_4QV7s-R1W3seC3aJdbug&utm_medium=api&utm_source=a9ccf687&v=F7BEB6DE2F12B7AD59285127380F35D42C94C154,0,"Physician: Pediatrician Wanted for Minnesota Lake Country, 1:10 Call, and a Close Drive to Fargo | JOB-2496092"
1,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoxMzEyODA1NzA2LCJzIjoiYV80UVY3cy1SMVczc2VDM2FKZGJ1ZyJ9.0njFSUcpbvfhoUtytZXT8O9XKVKg0USu5xntk05eCZQ,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,CompHealth,,,2019-10-25T12:38:53Z,"A internal or family medicine opportunity is available at an adult medical center hospital in central Massachusetts. Your schedule will be Monday to Friday, 8 am to 5 pm, with phone only call. The facility is accepting board certified or board eligible applicants. This position will require a MA license. If you do not currently hold a license in MA, we can help you with the process. Final-year residents and fellows will be considered. H-1B visa holders can be supported. This employed opportunit…",1312805706,42.104245,Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Hampden County', 'Monson']","Monson, Hampden County",-72.318952,page number 2,https://www.adzuna.com/land/ad/1312805706?se=a_4QV7s-R1W3seC3aJdbug&utm_medium=api&utm_source=a9ccf687&v=DD8E701F90386E2059075DC67AD224F3ADDFE4A3,0,Physician: Internist or Family Practitioner Needed for Adult Medical Center in Massachusetts | JOB-2457347
2,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoxMzEyODA1MzA5LCJzIjoiYV80UVY3cy1SMVczc2VDM2FKZGJ1ZyJ9.5c0ixtX4PKYYD3GxmGnhiPWvbZVIhGR4XjoRZCA3czI,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,CompHealth,,,2019-10-25T12:38:46Z,A community health center in Vermont is looking to hire a family practitioner or internist. This is a great opportunity for a physician to work with the underserved. The work schedule is Monday through Friday in a 100 percent outpatient practice. You will be able to enjoy all the area has to offer in this lifestyle practice. Call responsibility is minimal at approximately one night a month. The ideal candidate will be an experienced and board certified physician that is also a team player. They…,1312805309,43.639036,Adzuna::API::Response::Location,"['US', 'Vermont', 'Rutland County', 'Rutland']","Rutland, Rutland County",-72.922874,page number 2,https://www.adzuna.com/land/ad/1312805309?se=a_4QV7s-R1W3seC3aJdbug&utm_medium=api&utm_source=a9ccf687&v=8A60554E19A0494ADFE92BDE613E8C768A0DA654,0,"Physician: Outpatient Primary Care in Ski Country, VT | JOB-2360280"
3,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoxMzI5MTA4OTY2LCJzIjoiYV80UVY3cy1SMVczc2VDM2FKZGJ1ZyJ9.xUXGgEdKiVT_qSs2L-DNRBBA0mbz06qBpgbsmxeCmAQ,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,CompHealth,,,2019-11-07T08:49:46Z,"An exciting primary care physician opportunity is now available at a community health center in South Carolina. Your schedule will be Monday through Friday from 8 am to 5 pm, or 8:30 am to 5:30 pm. You can expect to see 20 to 25 patients per day on average. The facility is accepting board certified or board eligible applicants. This position will require a current SC license, and CompHealth has a licensing team that can help you obtain one. J1 and H-1B visa holders can be supported. This opport…",1329108966,34.213396,Adzuna::API::Response::Location,"['US', 'South Carolina', 'Florence County', 'Florence']","Florence, Florence County",-79.820616,page number 2,https://www.adzuna.com/land/ad/1329108966?se=a_4QV7s-R1W3seC3aJdbug&utm_medium=api&utm_source=a9ccf687&v=93E3C8CB5D53F34755CA77AD7F50AE3C8DB6EEAC,0,"Physician: Primary Care Physician Opportunity in South Carolina, NHSC Site | JOB-2609987"
4,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoxMzEyODA5NjUxLCJzIjoiYV80UVY3cy1SMVczc2VDM2FKZGJ1ZyJ9.3Cg2BqmpQLX-J1y1fKoB-uwdCUAf63nKVIee43LOhns,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,CompHealth,,,2019-10-25T12:40:21Z,"We are helping an Illinois-based facility that is currently seeking an orthopedic surgeon to assist with locum tenens coverage. Your assignment schedule will be weekend call. You need to be comfortable with EMR charting, and the facility uses Epic. You should be board certified or board eligible. There will be enough time to obtain an IL state license before this assignment starts. Let your CompHealth recruiter know if this assignment sounds like a good fit for you. Quick Facts: Certification: …",1312809651,39.863792,Adzuna::API::Response::Location,"['US', 'Illinois']","Illinois, US",-89.15483,page number 2,https://www.adzuna.com/land/ad/1312809651?se=a_4QV7s-R1W3seC3aJdbug&utm_medium=api&utm_source=a9ccf687&v=6622633FED5A8728E420B80BAFDCA89A1CF97EE1,0,Physician: An Orthopedic Surgeon Is Required for Temporary Assistance in IL | JOB-2576957
5,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoxMzEyODA1MDUwLCJzIjoiYV80UVY3cy1SMVczc2VDM2FKZGJ1ZyJ9.iM6nox2PTxVtbVi4EKgtUZSjpqC8bFLA9WL1z0hUix8,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,CompHealth,,,2019-10-25T12:38:40Z,An exciting dermatologist opportunity is now available in New York. You will start strong by taking care of the current overflow and then build your practice. You will do biopsies and excisions and they will support other procedures including cosmetic that the dermatologist would like to do. You will be scheduled one month per year of consults at the hospital. There are several great locations to chose from. This hospital-employed opportunity has a generous compensation package plus production.…,1312805050,41.032294,Adzuna::API::Response::Location,"['US', 'New York', 'Westchester County', 'White Plains']","White Plains, Westchester County",-73.768378,page number 2,https://www.adzuna.com/land/ad/1312805050?se=a_4QV7s-R1W3seC3aJdbug&utm_medium=api&utm_source=a9ccf687&v=444785D06A2B30F77E645789063973CC68A647BB,0,Physician: Dermatologist Needed in New York | JOB-2602504
6,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYV80UVY3cy1SMVczc2VDM2FKZGJ1ZyIsImkiOjEzMzkzOTU2NDF9.a8DnonW54Vbmw0xDvFI0wreGKPYShCx51W7KFdpO1iI,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,CompHealth,,,2019-11-15T06:42:06Z,"We have an exciting, locum tenens, geriatric medicine physician opportunity now available in Illinois. Your assignment schedule will be Monday – Friday from 8 am – 5 pm and you will see 9 – 10 patients per day. As the covering physician, you must be board certified or board eligible. CompHealth is able to help an unlicensed physician obtain an IL state license for this assignment. Let us show you how to join the physicians placed by CompHealth who make nearly six million patient visits annually…",1339395641,42.331667,Adzuna::API::Response::Location,"['US', 'Illinois', 'Winnebago County', 'Rockford']","Rockford, Winnebago County",-89.151548,page number 2,https://www.adzuna.com/land/ad/1339395641?se=a_4QV7s-R1W3seC3aJdbug&utm_medium=api&utm_source=a9ccf687&v=3019C69F9FCE83CEF5CCF72ED8E74D7D6B577996,0,Physician: Locums Geriatric Medicine Physician Needed in Illinois | JOB-2611604
7,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoxMzEyODA1MTgzLCJzIjoiYV80UVY3cy1SMVczc2VDM2FKZGJ1ZyJ9.isEZqgkBpV_ab9cXq1fy1tMQ4-8cIT3J1rBqWAy6C6U,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,CompHealth,,,2019-10-25T12:38:44Z,"A multi-specialty group located in North Carolina is seeking a primary care physician to join their team. The facility is seeking a self-motivated physician to support the expanding community. Your schedule will be Monday through Friday from 8:00 am to 5:00 pm and physician will see 25 patients per day on average. The facility offers sleep medicine, sports medicine, and urgent care treatment. Applicants are required to be board certified or board eligible in internal medicine or family medicine…",1312805183,35.962318,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Guilford County', 'High Point']","High Point, Guilford County",-79.975221,page number 2,https://www.adzuna.com/land/ad/1312805183?se=a_4QV7s-R1W3seC3aJdbug&utm_medium=api&utm_source=a9ccf687&v=26FE0F0448C65AF64CB31BFD2593F8D18DE8EACF,0,Physician: Internal Medicine Physician Job in North Carolina | JOB-2442170
8,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoxMzEyODA1MTc4LCJzIjoiYV80UVY3cy1SMVczc2VDM2FKZGJ1ZyJ9.wfcsYpmRdPYi-Cz0IAtUhrAkG9GtUji2bVLd-zYeMQU,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,CompHealth,,,2019-10-25T12:38:43Z,"A medical group located in Phoenix, Arizona is seeking an inpatient adult psychiatrist to join their organization. They are looking for an MD/DO trained in general psychiatrist with a four year residency. They welcome board certified and board eligible candidates. Your schedule will be Monday through Friday from 8 am to 5 pm. There will be a 1:9 weekday and a 1:3 weekend call that is for additional pay. The incoming will see an average of 12 patients daily. You will have the opportunity to work…",1312805178,33.45,Adzuna::API::Response::Location,"['US', 'Arizona', 'Maricopa County', 'Phoenix']","Phoenix, Maricopa County",-112.07,page number 2,https://www.adzuna.com/land/ad/1312805178?se=a_4QV7s-R1W3seC3aJdbug&utm_medium=api&utm_source=a9ccf687&v=88D4D92402F17D5044EC330FAE5890A694379FE7,0,"Physician: Inpatient Psychiatry Physician Opening in Phoenix, AZ | JOB-2570737"
9,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYV80UVY3cy1SMVczc2VDM2FKZGJ1ZyIsImkiOjEzMTI4MDU4Mjl9.sMpoqRWlPwU9JQYN53_u3u05bYMacxTktFHlImOpHqw,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,CompHealth,,,2019-10-25T12:38:55Z,"An established hospital in North Carolina is planning to hire an additional family practitioner with OB training. You will be able to do C-sections. The facility needs assistance due to area growth. You will work a 4.5 day week, Monday through Friday. You will be supported by advanced practice providers and other PC physicians. Call will be 1:2 to 4. The facility is accepting candidates who are board certified or board eligible. A NC license is required to start this position, and CompHealth ca…",1312805829,36.420403,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Ashe County', 'Jefferson']","Jefferson, Ashe County",-81.473438,page number 2,https://www.adzuna.com/land/ad/1312805829?se=a_4QV7s-R1W3seC3aJdbug&utm_medium=api&utm_source=a9ccf687&v=9CDB48D2D952BFFB877755529A8A36B940B0FDD9,0,Physician: Family Practice Physician with Obstetrics Position in North Carolina | JOB-2358311
0,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoxMzMwMTczNzkxLCJzIjoiSDJYa3NXTm9UT0drTTNaamFnaG9hZyJ9.297TskhtDGUf3kc-cvxD7ehA1aWcvJV_KDiLuFE4P_Y,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,CompHealth,,,2019-11-08T03:07:08Z,We are helping an Arkansas-based facility that is currently seeking a critical care physician to assist with locum tenens coverage. Your assignment schedule will be 7 am – 7 pm and you will see 12 – 15 patients per day. You should be board certified. You need to have an active AR state license for this assignment. Our goal is to make a difference in the lives of our providers and the healthcare communities they serve. Please contact your CompHealth recruiter to find out more about this and othe…,1330173791,35.370461,Adzuna::API::Response::Location,"['US', 'Arkansas', 'Sebastian County', 'Fort Smith']","Fort Smith, Sebastian County",-94.413065,page number 3,https://www.adzuna.com/land/ad/1330173791?se=H2XksWNoTOGkM3Zjaghoag&utm_medium=api&utm_source=a9ccf687&v=AC2BFAB3025EE2523A7672E0CE753253284A683B,0,Physician: Locums Position in AR for Critical Care Physician | JOB-2609309
1,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoxMzEyODA0ODEyLCJzIjoiSDJYa3NXTm9UT0drTTNaamFnaG9hZyJ9.JcHCQC2NTqI4gbZ0QGt3lHHmdRuVyV0vrlR6q0x1lL0,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,CompHealth,,,2019-10-25T12:38:23Z,"An exciting family practice physician opportunity is now available at a new outpatient practice in New Jersey. The practice is located in the same suite as the OB/GYNs, so you will enjoy referrals. You will see an average of 15 to 18 adolescent and adult patients per day. All the necessary services and equipment are in place. They welcome board certified or board eligible physicians. This ideal candidate will be a hard worker who wants to build the practice. This employed opportunity has a comp…",1312804812,40.824806,Adzuna::API::Response::Location,"['US', 'New Jersey', 'Bergen County', 'Rutherford']","Rutherford, Bergen County",-74.109314,page number 3,https://www.adzuna.com/land/ad/1312804812?se=H2XksWNoTOGkM3Zjaghoag&utm_medium=api&utm_source=a9ccf687&v=2C993B7623B592BDC9A1ADE7DBEF154B87263C58,0,Physician: A New Practice in New Jersey Needs an FM Physician | JOB-2601581
2,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSDJYa3NXTm9UT0drTTNaamFnaG9hZyIsImkiOjEzMTI4MDU5NDZ9.UgEXWwDz4hxJE4TwbqmNpHKEF3UG3lhcME_6ZT7o1YU,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Company,CompHealth,,,2019-10-25T12:38:58Z,"A multi-specialty group in Missouri needs additional family medicine with OB support. The community has growing demand, so the group is reviewing new candidates. The schedule is a four day work week, and you can expect to see 18 to 22 patients per day on average. You will be supported by advanced practice providers and other family practitioner. The group requires that you be board certified or board eligible. A current MO license will be required. If you do not currently hold a license in MO, …",1312805946,40.457812,Adzuna::API::Response::Location,"['US', 'Missouri', 'Scotland County', 'Memphis']","Memphis, Scotland County",-92.171292,page number 3,https://www.adzuna.com/land/ad/1312805946?se=H2XksWNoTOGkM3Zjaghoag&utm_medium=api&utm_source=a9ccf687&v=B87946C20D96445D0546F408E0D0514B2460E588,0,Physician: Family Practice Physician with OB Job in Missouri | JOB-2377332
