city,state,lat,lng
Conestoga,Pennsylvania,39.9406555,-76.3463493
Conifer,Colorado,39.5233424,-105.3054994
Conklin,New York,42.0342437,-75.803801
Conley,Georgia,33.6448311,-84.3257571
Conneaut,Ohio,41.9440977,-80.5561011
Connecticut,Connecticut,41.8093379,-72.2536558
Connell,Washington,46.6603954,-118.8611976
Connellsville,Pennsylvania,40.0178522,-79.5894828
Connersville,Indiana,39.6411589,-85.1410748
Conover,North Carolina,35.7065004,-81.2184383
Conroe,Texas,30.3118769,-95.4560512
Conshohocken,Pennsylvania,40.0792766,-75.3015714
Constantine,Michigan,41.8411603,-85.6686026
Continental,Ohio,41.1003273,-84.2663351
Converse,Texas,29.5180081,-98.3161241
Conway,New Hampshire,43.979475,-71.120682
Conway,Arkansas,35.0886963,-92.4421011
Conway,South Carolina,33.8360035,-79.0478143
Conyers,Georgia,33.6676103,-84.0176904
Cook,Minnesota,47.9149076,-90.47301
Cook,Washington,45.7101537,-121.659869
Cook County,Illinois,41.8197385,-87.756525
Cookeville,Tennessee,36.1623886,-85.4997057
Cool,California,40.848021,-123.7906279
Coolidge,Arizona,32.977839,-111.517624
Coolville,Ohio,39.2217427,-81.7973557
Coon Rapids,Minnesota,45.1198087,-93.2884425
Cooper,Iowa,41.920262,-94.3446888
Cooper City,Florida,26.0470785,-80.2739082
Coopersburg,Pennsylvania,40.51146,-75.3903376
Cooperstown,New York,42.7006303,-74.924321
Cooperstown,North Dakota,47.4444384,-98.1239843
Coos Bay,Oregon,43.3678937,-124.2174647
Coos County,New Hampshire,44.698627,-71.3768039
Copiague,New York,40.6731835,-73.3948096
Coplay,Pennsylvania,40.6700965,-75.4954612
Coppell,Texas,32.9552598,-97.0155703
Copperas Cove,Texas,31.103623,-97.9468501
Copperopolis,California,37.941764,-120.6367947
Coral Gables,Florida,25.6905515,-80.235009
Coral Springs,Florida,26.2648561,-80.265342
Coral Terrace,Florida,25.7459338,-80.3044957
Coralville,Iowa,41.6764044,-91.5804475
Coram,New York,40.8687097,-73.0014946
Coraopolis,Pennsylvania,40.5184013,-80.1667247
Corbett,Oregon,45.5319463,-122.289714
Corbin,Kentucky,36.9486986,-84.0968761
Corcoran,California,36.098007,-119.5604015
Corcoran,Minnesota,44.9420971,-93.2413564
Cordele,Georgia,31.9635074,-83.7823938
Cordova,Alaska,60.5439444,-145.7589103
Cordova,Nebraska,40.71723,-97.353103
Corinth,Kentucky,36.7889307,-86.8038857
Corinth,Mississippi,34.9343599,-88.5223353
Corinth,Texas,33.1540091,-97.0647322
Cornelia,Georgia,34.5114883,-83.5271166
Cornelius,North Carolina,35.4817982,-80.8589501
Cornelius,Oregon,45.5198001,-123.0556202
Corning,California,39.9276572,-122.1791556
Corning,New York,42.1435257,-77.0543408
Cornville,Arizona,34.7395165,-111.9058276
Cornwall,New York,40.7910799,-73.9748635
Corona,California,33.8752945,-117.5664449
Coronado,California,32.6915199,-117.1766947
Corpus Christi,Texas,27.7477253,-97.4014129
Corrales,New Mexico,35.2382286,-106.60698
Corry,Pennsylvania,41.920334,-79.640329
Corryton,Tennessee,36.1536937,-83.7824062
Corsicana,Texas,32.091299,-96.4646821
Corte Madera,California,37.9254806,-122.5274755
Cortez,Colorado,37.3494528,-108.5840736
Cortland,New York,42.5842136,-76.0704906
Cortland,Ohio,41.330334,-80.725358
Cortland,Illinois,41.9200288,-88.6886963
Cortlandt,New York,41.248774,-73.9086846
Corunna,Indiana,41.4372721,-85.1471934
Corydon,Indiana,38.2129325,-86.125386
Corydon,Iowa,40.7569499,-93.3188229
Corydon,Kentucky,37.7433757,-87.7039056
Cosby,Tennessee,35.7581707,-83.2087084
Coshocton,Ohio,40.2905684,-81.9271441
Costa Mesa,California,33.6633386,-117.903317
Coto de Caza,California,33.6037312,-117.5869581
Cottage Grove,Minnesota,44.8277446,-92.9438218
Cottage Grove,Oregon,43.7974729,-123.0588963
Cottage Grove,Wisconsin,43.0785747,-89.1988571
Cottleville,Missouri,38.7492328,-90.6512977
Cottondale,Alabama,31.2051763,-85.3818776
Cottondale,Florida,30.7971363,-85.3765965
Cottontown,Tennessee,36.4514343,-86.53805
Cottonwood,Arizona,34.7391876,-112.0098791
Cottonwood,Idaho,46.0484923,-116.3495898
Cottonwood Heights,Utah,40.6196702,-111.8102104
Cotulla,Texas,28.4354022,-99.2358033
Coudersport,Pennsylvania,41.7728108,-78.0192691
Council Bluffs,Iowa,41.2621283,-95.8613912
Council Grove,Kansas,38.6609239,-96.491958
Country Club Hills,Illinois,41.5680898,-87.7203257
Countryside,Illinois,41.7771605,-87.8729748
Courtland,Alabama,34.6689794,-87.3094649
Courtland,California,38.3310231,-121.568566
Courtland,Mississippi,34.2409438,-89.9428679
Courtland,Virginia,36.7162613,-77.0680195
Coventry,Rhode Island,41.7000996,-71.6828444
Covina,California,34.0821496,-117.8721238
Covington,Virginia,37.7934528,-79.9939484
Covington,Tennessee,35.5642474,-89.6464672
Covington,Washington,47.3657791,-122.100222
Covington,Kentucky,39.0836224,-84.508371
Covington,Georgia,33.5967815,-83.8601827
Covington,Louisiana,30.4754702,-90.1009108
Coward,South Carolina,33.973217,-79.7470111
Cowpens,South Carolina,35.0167918,-81.8039916
Coxsackie,New York,42.3509179,-73.8029028
Crab Orchard,Kentucky,37.4645267,-84.5066044
Craig,Colorado,40.5152491,-107.5464541
Cranberry Township,Pennsylvania,40.7099343,-80.1060506
Cranbury Township,New Jersey,40.3073317,-74.5271273
Crandall,Texas,32.6279113,-96.4558196
Crane,Missouri,36.9053361,-93.5715839
Cranford,New Jersey,40.6584358,-74.2995923
Crawford,Nebraska,42.683024,-103.412701
Crawfordsville,Arkansas,35.2250889,-90.3250983
Crawfordsville,Indiana,40.0401991,-86.8990249
Crawfordville,Florida,30.1760358,-84.3751778
Crawley,West Virginia,37.9348405,-80.6520294
Creedmoor,North Carolina,36.122741,-78.6862272
Crescent City,California,41.8528065,-124.149862
Crescent City,Florida,29.4302514,-81.5106288
Crescent Township,Pennsylvania,40.5563166,-80.2287497
Cresco,Iowa,43.3813568,-92.1140547
Cresskill,New Jersey,40.9414874,-73.9593041
Cressona,Pennsylvania,40.6303907,-76.1946977
Crested Butte,Colorado,38.869748,-106.984111
Crestline,California,34.2495525,-117.2938956
Crestline,Ohio,40.7875572,-82.7365677
Creston,Iowa,41.0586002,-94.3613475
Creston,Ohio,40.9869997,-81.8937511
Crestview,Florida,30.7621326,-86.5705084
Crestview Hills,Kentucky,39.0272829,-84.5849438
Crestwood,Illinois,41.6611444,-87.7525511
Crestwood,Kentucky,38.3235441,-85.4726215
Creswell,Oregon,43.9179023,-123.0245261
Crete,Illinois,41.4445334,-87.6313829
Crete,Nebraska,40.628143,-96.961372
Creve Coeur,Missouri,38.6613007,-90.4423653
Cridersville,Ohio,40.6542165,-84.1507814
Crisfield,Maryland,37.979982,-75.8529289
Crittenden,Kentucky,37.3600974,-88.0885106
Crockett,California,38.0525612,-122.2202603
Crockett,Kentucky,37.9856429,-83.0907262
Crockett,Texas,31.318017,-95.4572993
Crofton,Maryland,39.0017772,-76.6874671
Cromwell,Connecticut,41.5949942,-72.6455665
Crookston,Minnesota,47.7739988,-96.6081167
Crooksville,Ohio,39.7689573,-82.0920868
Crosby,Texas,29.9118885,-95.0621941
Cross Lanes,West Virginia,38.4203709,-81.7906847
Cross Plains,Tennessee,36.5486597,-86.6961102
Cross Plains,Wisconsin,43.1124926,-89.6406878
Crossett,Arkansas,33.1281779,-91.9612427
Crossville,Illinois,38.1617133,-88.0653123
Crossville,Tennessee,35.9489566,-85.0269015
Crothersville,Indiana,38.8006115,-85.8416384
Croton-on-Hudson,New York,41.2083836,-73.8901688
Crowell,Texas,33.983973,-99.7248158
Crowley,Texas,32.5782835,-97.3609829
Crowley,Louisiana,30.2140928,-92.3745761
Crown City,Ohio,38.5909166,-82.2829266
Crown Point,Indiana,41.4169806,-87.3653136
Crownpoint,New Mexico,35.679,-108.1472048
Crownsville,Maryland,39.0284438,-76.6013536
Croydon,Pennsylvania,40.0894885,-74.8980805
Crozet,Virginia,38.071572,-78.7020152
Crumpler,North Carolina,36.5040137,-81.3942675
Crystal,Minnesota,45.0375868,-93.3593224
Crystal City,Missouri,38.2211656,-90.3790094
Crystal City,Texas,28.6834097,-99.8274585
Crystal Falls,Michigan,46.098007,-88.334024
Crystal Lake,Illinois,42.2411344,-88.3161965
Crystal River,Florida,28.902479,-82.5926012
Crystal Springs,Mississippi,31.9881553,-90.3570194
Cuba,Missouri,39.2172396,-93.6113256
Cuba,New York,42.2175668,-78.2752927
Cudahy,Wisconsin,42.959738,-87.861471
Cudahy,California,33.9620584,-118.1835395
Culbertson,Montana,48.1449031,-104.5165641
Culleoka,Tennessee,35.4795186,-86.9830602
Cullman,Alabama,34.1335332,-86.8779268
Cullowhee,North Carolina,35.3137739,-83.1765814
Culpeper,Virginia,38.4733823,-77.9961275
Culver,Oregon,44.5256753,-121.2130974
Culver City,California,34.0211224,-118.3964665
Cumberland,Maryland,39.6526498,-78.762383
Cumberland,Rhode Island,41.9667656,-71.4328363
Cumberland,Maine,43.8506432,-70.4001498
Cumberland Furnace,Tennessee,36.2686661,-87.3597314
Cumming,Georgia,34.2073196,-84.1401926
Cunningham,Kansas,37.6439067,-98.4311883
Cupertino,California,37.3228934,-122.0322895
Curtice,Ohio,41.618382,-83.3677069
Cushing,Oklahoma,35.9850639,-96.76697
Cusseta,Georgia,32.3054268,-84.7727027
Custer,South Dakota,43.766651,-103.598806
Cut Bank,Montana,48.63304,-112.326162
Cut Off,Louisiana,29.5427168,-90.3381361
Cuyahoga County,Ohio,41.4301347,-81.6905558
Cuyahoga Falls,Ohio,41.1348213,-81.4848086
Cynthiana,Kentucky,38.3903526,-84.2941013
Cypress,California,33.8248235,-118.0399368
Cypress,Texas,29.9691116,-95.6971686
Cypress Gardens,Florida,27.9920627,-81.6919685
D'Iberville,Mississippi,30.4263092,-88.8908638
Dacono,Colorado,40.0847062,-104.9394216
Dacula,Georgia,33.9887165,-83.8979573
Dade City,Florida,28.3647248,-82.1959178
Dagsboro,Delaware,38.5492801,-75.2457443
Dahlonega,Georgia,34.5328484,-83.9845723
Dakota,Minnesota,44.666655,-93.044911
Dale,Indiana,38.1689416,-86.9899966
Dale City,Virginia,38.645601,-77.3364973
Daleville,Indiana,40.1211546,-85.5580301
Dalhart,Texas,36.0594772,-102.5132497
Dallas,Georgia,33.9237141,-84.8407732
Dallas,Oregon,44.9189206,-123.3158695
Dallas,Pennsylvania,41.33617,-75.9632636
Dallas,Texas,32.7762719,-96.7968559
Dallastown,Pennsylvania,39.9001109,-76.6402763
Dalton,Ohio,40.7991618,-81.6953867
Dalton,Pennsylvania,41.5342441,-75.7360253
Dalton,Georgia,34.7691867,-84.9702475
Dalton,Massachusetts,42.4736959,-73.1662138
Daly City,California,37.6904826,-122.4726708
Damascus,Maryland,39.2884381,-77.2038717
Damascus,Ohio,40.9020031,-80.9550891
Damascus,Oregon,45.4176261,-122.458985
Damascus,Virginia,36.6337272,-81.7837303
Dammeron Valley,Utah,37.3001587,-113.6729787
Dana Point,California,33.4669721,-117.6981075
Danboro,Pennsylvania,40.3546009,-75.1324235
Danbury,Connecticut,41.394817,-73.4540111
Dandridge,Tennessee,36.0153693,-83.4148895
Dania Beach,Florida,26.0507839,-80.1461239
Danielsville,Georgia,34.1242771,-83.2212629
Danielsville,Pennsylvania,40.7945388,-75.5271292
Dannebrog,Nebraska,41.1183456,-98.5459042
Dannemora,New York,44.721613,-73.723755
Danvers,Massachusetts,42.5750946,-70.9300507
Danville,West Virginia,38.0809337,-81.8340123
Danville,Virginia,36.5859718,-79.3950228
Danville,Pennsylvania,40.9664806,-76.6131474
Danville,New Hampshire,42.9125877,-71.124504
Danville,Indiana,39.7606013,-86.5263879
Danville,Illinois,40.125222,-87.6304614
Danville,California,37.8215929,-121.9999606
Danville,Kentucky,37.6456488,-84.7721823
Daphne,Alabama,30.6035255,-87.9036047
Darby,Pennsylvania,39.9184461,-75.2590721
Darien,Illinois,41.7508713,-87.9739593
Darien,Georgia,31.3702255,-81.4339903
Darien,Connecticut,41.0787079,-73.4692873
Darlington,Pennsylvania,40.8095078,-80.4225656
Darlington,South Carolina,34.2998762,-79.8761741
Dartmouth,Massachusetts,41.6332267,-70.9879928
Dassel,Minnesota,45.0816298,-94.3069284
Dauphin,Pennsylvania,40.398036,-76.8115168
Davenport,Florida,28.1614046,-81.6017417
Davenport,Iowa,41.5236436,-90.5776368
Davidson,North Carolina,35.7902384,-80.2115053
Davis,California,38.545379,-121.7445835
Davis,Oklahoma,34.5034796,-97.1188924
Davis City,Iowa,40.6392775,-93.8111823
Davison,Michigan,43.0346872,-83.5180155
Dawsonville,Georgia,34.4212053,-84.1190804
Dayton,Washington,46.323559,-117.9725379
Dayton,Tennessee,35.4939587,-85.0124535
Dayton,Ohio,39.7589478,-84.1916069
Dayton,Oregon,45.2206945,-123.0761419
Dayton,Nevada,39.2371386,-119.59295
Dayton,Minnesota,45.243854,-93.5149576
Dayton,Kentucky,39.1128377,-84.4727198
Daytona Beach,Florida,29.2108147,-81.0228331
De Leon,Texas,32.1104362,-98.5371496
De Motte,Indiana,41.199165,-87.1942872
De Pere,Wisconsin,44.4487476,-88.0601086
De Queen,Arkansas,34.0378916,-94.3413168
De Soto,Missouri,38.1394978,-90.5551259
De Soto,Kansas,38.9791708,-94.9685784
DeBary,Florida,28.8797054,-81.3222123
DeForest,Wisconsin,43.2477691,-89.3437277
DeFuniak Springs,Florida,30.7210227,-86.1152184
DeKalb,Illinois,41.9294736,-88.7503647
DeLand,Florida,29.0283213,-81.3031098
DeMossville,Kentucky,38.8050671,-84.4168827
DeQuincy,Louisiana,30.4504779,-93.4332189
DeSoto,Texas,32.6060145,-96.8656558
DeSoto County,Mississippi,34.8703284,-89.9778704
DeWitt,Arkansas,34.2755346,-91.3357847
DeWitt,Iowa,41.8255932,-90.555403
Deadwood,South Dakota,44.376651,-103.729642
Deal,New Jersey,40.243168,-74.0006927
Deal Island Historic District,Maryland,38.129447,-75.949694
Dearborn,Michigan,42.3222599,-83.1763145
Dearborn Heights,Michigan,42.3369816,-83.2732627
Decatur,Alabama,34.61881,-87.0515069
Decatur,Arkansas,36.3359112,-94.4607707
Decatur,Georgia,33.7737582,-84.296069
Decatur,Illinois,39.8454163,-88.9524151
Decatur,Indiana,39.2862128,-85.4943058
Decatur,Michigan,42.1080979,-85.9744569
Decatur,Texas,33.2342834,-97.5861393
Decorah,Iowa,43.3033056,-91.7857092
Dedham,Massachusetts,42.2489143,-71.1755732
Deep River,Connecticut,41.3856546,-72.4356422
Deer Island,Oregon,45.9563856,-122.8374587
Deer Lodge,Montana,46.0753795,-113.089332
Deer Park,Illinois,42.168545,-88.0849331
Deer Park,New York,40.7617653,-73.3292858
Deer Park,Texas,29.7052284,-95.1238204
Deerfield,Illinois,42.1711365,-87.8445119
Deerfield,Massachusetts,42.5453345,-72.6046809
Deerfield,New Hampshire,43.146589,-71.216812
Deerfield,Ohio,41.0246864,-81.0503164
Deerfield,Wisconsin,43.0519434,-89.0756675
Deerfield Beach,Florida,26.318342,-80.0996306
Defiance,Ohio,41.3203058,-84.5084835
Del Mar,California,32.9594891,-117.2653146
Del Monte Forest,California,36.5863492,-121.9474558
Del Rey Oaks,California,36.5932934,-121.8349515
Del Rio,Texas,29.3655405,-100.8946984
Del Valle,Texas,30.327985,-97.6191694
Delafield,Wisconsin,43.0610275,-88.4040692
Delano,California,35.7688425,-119.2470536
Delano,Minnesota,45.0419073,-93.7891331
Delanson,New York,42.7453532,-74.1881834
Delavan,Wisconsin,42.6330703,-88.6437138
Delaware,Ohio,40.2986724,-83.067965
Delaware County,Pennsylvania,39.9194117,-75.4001639
Delevan,New York,42.4892295,-78.4808534
Delhi,California,37.434026,-120.7768383
Delhi,New York,42.2781401,-74.9159946
Delhi charter Township,Michigan,44.25029,-85.50033
Dellwood,Minnesota,45.0899665,-92.9724382
Delmar,New York,42.6220235,-73.8326232
Delmar,Delaware,38.4565052,-75.5771471
Delmar,Iowa,42.0022453,-90.6070804
Delmont,Pennsylvania,40.4131233,-79.5703201
Delphi,Indiana,40.5875371,-86.6750059
Delphos,Ohio,40.8433709,-84.3413605
Delran,New Jersey,40.0179845,-74.9434846
Delray Beach,Florida,26.4614625,-80.0728201
Delta,Utah,39.3521777,-112.57717
Delta,Pennsylvania,39.727049,-76.3266255
Delta,Colorado,38.7436121,-108.0729172
Delta,Ohio,41.5725731,-84.0059127
Delta,Alabama,33.4401108,-85.690515
Delta Junction,Alaska,64.0373478,-145.7321572
Delton,Michigan,42.4997581,-85.4080641
Deltona,Florida,28.9005446,-81.2636738
Demarest,New Jersey,40.9573205,-73.9634708
Deming,New Mexico,32.2627416,-107.7581979
Deming,Washington,48.8256718,-122.21599
Demopolis,Alabama,32.5178284,-87.8368201
Demorest,Georgia,34.565193,-83.5453322
Denham Springs,Louisiana,30.4868564,-90.9562125
Denison,Iowa,42.0177658,-95.3552757
Denison,Texas,33.7556593,-96.536658
Dennis,Massachusetts,41.7353872,-70.1939087
Dennison,Minnesota,44.4072933,-93.0396206
Denton,Maryland,38.8845583,-75.8271564
Denton,Texas,33.1838787,-97.1413417
Denver,Pennsylvania,40.2331483,-76.1371684
Denver,Colorado,39.7392364,-104.9848623
Denver,North Carolina,35.5312452,-81.0297994
Denver City,Texas,32.9645475,-102.8290963
Denville,New Jersey,40.8922694,-74.4774255
Depew,New York,42.9022047,-78.6956723
Deptford Township,New Jersey,39.8271755,-75.1235892
Derby,Connecticut,41.3223611,-73.0890324
Derby,Indiana,38.03034,-86.5272018
Derby,Iowa,40.931668,-93.4563244
Derby,Kansas,37.5455735,-97.2689331
Derby,Vermont,44.9354168,-72.120284
Derry,New Hampshire,42.8808677,-71.3264492
Derry,Pennsylvania,40.3339589,-79.2997573
Des Moines,Iowa,41.5910641,-93.6037149
Des Moines,Washington,47.398829,-122.3099093
Des Peres,Missouri,38.6049811,-90.4426837
Des Plaines,Illinois,42.0415823,-87.8873916
Desert Hot Springs,California,33.961124,-116.5016784
Destin,Florida,30.3935337,-86.4957834
Destrehan,Louisiana,29.960933,-90.3705407
Detroit,Illinois,39.6205965,-90.676732
Detroit,Michigan,42.3315509,-83.0466403
Detroit Lakes,Minnesota,46.817181,-95.845325
Devens,Massachusetts,42.5389512,-71.6094356
Devils Lake,North Dakota,48.112779,-98.86512
Devon,Pennsylvania,40.0492751,-75.4290819
Dewar,Iowa,42.5250364,-92.2197783
Dexter,Maine,45.024039,-69.290085
Dexter,Michigan,42.3383697,-83.8885553
Dexter,Missouri,36.7932594,-89.9532508
Dexter,New Mexico,33.1973123,-104.3730363
Dexter,New York,44.007835,-76.044371
Diamond Bar,California,34.0286226,-117.8103367
Dickerson,Maryland,39.220104,-77.424153
Dickinson,Texas,29.4607876,-95.0513173
Dickinson,North Dakota,46.8791756,-102.7896242
Dickson,Tennessee,36.1459327,-87.3480592
Dierks,Arkansas,34.1192785,-94.0165816
Dieterich,Illinois,39.0619868,-88.3797668
Dighton,Massachusetts,41.8139905,-71.1203229
Dillon,Colorado,39.6225432,-106.0410942
Dillon,Montana,45.216416,-112.6378442
Dillon,South Carolina,34.4165391,-79.3713948
Dillsburg,Pennsylvania,40.1111911,-77.036342
Dillwyn,Virginia,37.5429251,-78.4572238
Dilworth,Minnesota,46.876629,-96.703412
Dinosaur,Colorado,40.242908,-109.0092525
Dinuba,California,36.5432837,-119.3870656
Dinwiddie,Virginia,37.0712818,-77.6480714
Discovery Bay,California,37.914774,-121.5940052
Disputanta,Virginia,37.1243164,-77.2258062
District Heights,Maryland,38.8576128,-76.8894171
Dittmer,Missouri,38.335609,-90.6881844
Dix,Nebraska,41.235258,-103.486325
Dix Hills,New York,40.8048207,-73.3362298
Dixon,California,38.4454641,-121.8232958
Dixon,Illinois,41.842224,-89.4815485
Dobbs Ferry,New York,41.0145418,-73.872635
Dobson,North Carolina,36.3956891,-80.722567
Doddsville,Mississippi,33.6576158,-90.5248121
Dodge Center,Minnesota,44.0280202,-92.8547287
Dodge City,Kansas,37.7527982,-100.0170787
Dodgeville,Wisconsin,42.9599809,-90.1303945
Dolton,Illinois,41.6389236,-87.607268
Doniphan,Missouri,36.6208917,-90.8234551
Doraville,Georgia,33.8981579,-84.2832564
Dorr,Michigan,42.725308,-85.7225259
Dos Palos,California,36.9860582,-120.6265722
Doswell,Virginia,37.8601402,-77.4641492
Dothan,Alabama,31.2237434,-85.3933906
Double Oak,Texas,33.065122,-97.1105669
Douds,Iowa,40.841161,-92.0775694
Douglas,Wyoming,42.7596536,-105.3822164
Douglas,Georgia,33.6995565,-84.7622973
Douglas,Arizona,31.46223,-109.5939427
Douglas County,Nevada,38.9072611,-119.6201824
Douglassville,Pennsylvania,40.2578714,-75.7263008
Douglasville,Georgia,33.7514966,-84.7477136
Dousman,Wisconsin,43.014176,-88.4725983
Dove Creek,Colorado,37.7642253,-108.8996101
Dover,Pennsylvania,40.0014489,-76.8473307
Dover,Ohio,40.5213381,-81.4741475
Dover,New Jersey,40.883988,-74.5621025
Dover,New Hampshire,43.198057,-70.8739158
Dover,Florida,27.9941885,-82.2195344
Dover,Delaware,39.158168,-75.5243682
Dover,Arkansas,35.4014712,-93.1143407
Dover,Massachusetts,42.2459311,-71.2828342
Dover-Foxcroft,Maine,45.183489,-69.2276
Dowagiac,Michigan,41.9842123,-86.1086228
Downers Grove,Illinois,41.7938195,-88.010376
Downey,California,33.942215,-118.1235646
Downingtown,Pennsylvania,40.0064958,-75.7032742
Doylestown,Ohio,40.9700549,-81.6965168
Doylestown,Pennsylvania,40.3100446,-75.1304588
Dracut,Massachusetts,42.6703687,-71.3020052
Drakes Branch,Virginia,36.9929252,-78.6011098
Draper,Utah,40.5246711,-111.8638226
Dresden,Tennessee,36.2914512,-88.7081123
Dresher,Pennsylvania,40.1409428,-75.1668414
Drexel Hill,Pennsylvania,39.9470567,-75.2921301
Driftwood,Texas,30.1229876,-98.0308425
Dripping Springs,Texas,30.1902067,-98.0866781
Drumore,Pennsylvania,39.7917702,-76.2649569
Drums,Pennsylvania,41.018139,-75.9949252
Dry Ridge,Kentucky,38.6820123,-84.5899426
Drytown,California,38.4410213,-120.8543816
Du Quoin,Illinois,38.0114393,-89.2361935
DuBois,Pennsylvania,41.118651,-78.7622342
DuPont,Washington,47.0990689,-122.6375463
Dublin,Virginia,37.1056784,-80.6853435
Dublin,Ohio,40.0992294,-83.1140771
Dublin,Georgia,41.7052176,44.7903206
Dublin,California,37.7021521,-121.9357918
Dubois,Idaho,44.176298,-112.23082
Duboistown,Pennsylvania,41.2225781,-77.0369123
Dubuque,Iowa,42.5006217,-90.6647967
Duff,Tennessee,36.4467459,-84.0674244
Dugway,Utah,40.2215008,-112.7448423
Dulce,New Mexico,36.9335998,-106.9991367
Duluth,Minnesota,46.7729322,-92.1251218
Duluth,Georgia,34.0028569,-84.1441046
Dumas,Arkansas,33.8870477,-91.4917899
Dumas,Texas,35.8635875,-101.9650625
Dumfries,Virginia,38.5676202,-77.3280382
Dumont,Minnesota,45.7159115,-96.425703
Dumont,New Jersey,40.9406541,-73.9968051
Dunbar,West Virginia,38.3606509,-81.7373485
Dunbar,Nebraska,40.668058,-96.030007
Duncan,South Carolina,34.9378962,-82.1451096
Duncan,Oklahoma,34.5023029,-97.9578129
Duncannon,Pennsylvania,40.3931433,-77.0325751
Duncansville,Pennsylvania,40.4234058,-78.433903
Duncanville,Texas,32.6518004,-96.9083366
Dundalk,Maryland,39.2574114,-76.5236745
Dundee,Florida,28.0225206,-81.6192432
Dundee,Michigan,41.9572676,-83.6596596
Dundee,Oregon,45.2781732,-123.010935
Dunedin,Florida,28.0197404,-82.7717684
Dunellen,New Jersey,40.5892696,-74.4718201
Dunkirk,Indiana,40.3753215,-85.2094149
Dunkirk,Maryland,38.7217837,-76.6605187
Dunkirk,New York,42.479502,-79.333932
Dunlap,Illinois,40.8616513,-89.6777665
Dunn,North Carolina,35.3062743,-78.6089028
Dunn Loring,Virginia,38.8934448,-77.2216481
Dunstable,Massachusetts,42.6750898,-71.4828433
Dunwoody,Georgia,33.9483649,-84.334963
Dupo,Illinois,38.5161634,-90.2103903
Dupont,Ohio,41.0564388,-84.3043915
Duquesne,Pennsylvania,40.3814581,-79.8597708
Durand,Michigan,42.9119885,-83.9846367
Durand,Wisconsin,44.6263543,-91.965726
Durango,Colorado,37.2713951,-107.8815978
Durant,Oklahoma,33.9958945,-96.3814259
Durham,North Carolina,35.996653,-78.9018053
Durham,New Hampshire,43.134564,-70.927048
Durham,California,39.6274363,-121.8044375
Durham,Maine,43.9420228,-70.0742184
Duryea,Pennsylvania,41.347817,-75.7564267
Dutchess County,New York,41.7194303,-73.7516205
Duvall,Washington,47.7423219,-121.9856782
Duxbury,Massachusetts,42.0417695,-70.672259
Duxbury,Vermont,44.3270012,-72.7526176
Dyersburg,Tennessee,36.0345159,-89.3856281
Dyersville,Iowa,42.4844404,-91.1229136
Eads,Colorado,38.4805615,-102.7818629
Eagle,Colorado,39.6161124,-106.7172844
Eagle,Idaho,43.6954424,-116.3540138
Eagle,Wisconsin,42.8794563,-88.474265
Eagle Creek,Oregon,43.8467879,-122.7635799
Eagle Lake,Florida,27.9783565,-81.7564688
Eagle Lake,Texas,29.5895382,-96.331239
Eagle Mountain,Utah,40.3066676,-112.0147617
Eagle Pass,Texas,28.7099337,-100.4938137
Eagle Point,Oregon,42.472626,-122.802818
Eagle River,Wisconsin,45.917176,-89.244299
Eagleswood,New Jersey,39.6548979,-74.291598
Eagleville,Pennsylvania,40.160085,-75.4106722
Earlham,Iowa,41.4910416,-94.1229836
Earlville,New York,42.7397917,-75.5451804
Easley,South Carolina,34.8269276,-82.5817053
East Alton,Illinois,38.8803256,-90.1112184
East Amwell Township,New Jersey,40.434946,-74.8301011
East Aurora,New York,42.7689141,-78.6177611
East Berlin,Pennsylvania,39.937597,-76.9785892
East Bernard,Texas,29.5275595,-96.0645975
East Bernstadt,Kentucky,37.1895318,-84.1177098
East Bethel,Minnesota,45.3194095,-93.2024487
East Bridgewater,Massachusetts,42.0334341,-70.9592096
East Brunswick,New Jersey,40.4278841,-74.415984
East Canton,Ohio,40.7872811,-81.2826095
East Chicago,Indiana,41.6397857,-87.4548466
East China,Michigan,42.1157,-75.377418
East Dubuque,Illinois,42.4922253,-90.6429054
East Dundee,Illinois,42.0989145,-88.2714689
East Durham,New York,42.3725828,-74.0956914
East Flat Rock,North Carolina,35.2801166,-82.4220631
East Granby,Connecticut,41.9387691,-72.7348082
East Greenbush,New York,42.5909135,-73.7017858
East Greenville,Pennsylvania,40.4064882,-75.5018479
East Greenwich,Rhode Island,41.6603788,-71.4558911
East Haddam,Connecticut,41.4529215,-72.4613902
East Hampton,New York,40.9637919,-72.1851729
East Hanover,New Jersey,40.8200998,-74.3648731
East Hartford,Connecticut,41.7623342,-72.6204092
East Haven,Vermont,44.664219,-71.8884276
East Islip,New York,40.7320429,-73.1856703
East Kingston,New Hampshire,42.925644,-71.0167243
East Lansing,Michigan,42.7355416,-84.4852469
East Liverpool,Ohio,40.6186756,-80.5772928
East Longmeadow,Massachusetts,42.0645396,-72.5125863
East Los Angeles,California,34.0239015,-118.1720157
East Lyme,Connecticut,41.3569909,-72.2258709
East Meadow,New York,40.7139898,-73.5590157
East Missoula,Montana,46.8707578,-113.9445514
East Moline,Illinois,41.5155176,-90.4411683
East Moriches,New York,40.8050989,-72.7609336
East Nassau,New York,42.5078592,-73.5065006
East Norriton,Pennsylvania,40.1517741,-75.3365695
East Northport,New York,40.8767648,-73.3245614
East Olympia,Washington,46.9675218,-122.8367721
East Orange,New Jersey,40.767323,-74.2048677
