job posting id,job title,date created,category,company name,city,state,country,lat,lng,latlng
1329109627,Physician: Locums Position in VA for Family Medicine Physician | JOB-2609941,2019-11-07 08:50:52,Healthcare & Nursing Jobs,CompHealth,Virginia Beach,Virginia,United States,36.864357,-75.99856899999997,"36.864357,-75.99856899999997"
1312806457,"Physician: Adult Psychiatrist Opportunity in Milwaukee, WI | JOB-2416953",2019-10-25 12:39:09,Healthcare & Nursing Jobs,CompHealth,Wisconsin Rapids,Wisconsin,United States,44.391021,-89.77308000000002,"44.391021,-89.77308000000002"
1312804863,Physician: Solo Gastroenterologist Position in Virginia | JOB-2607556,2019-10-25 12:38:27,Healthcare & Nursing Jobs,CompHealth,Wytheville,Virginia,United States,36.948453,-81.084811,"36.948453,-81.084811"
1328241878,"Physician: Medical Director of Geriatric Unit Job in Las Cruces, New Mexico | JOB-2503078",2019-11-06 20:28:09,Healthcare & Nursing Jobs,CompHealth,Las Cruces,New Mexico,United States,32.300162,-106.752951,"32.300162,-106.752951"
1312806144,"Physician: Adult Psychiatry Service Chief Job in Baltimore, Maryland Area | JOB-2377400",2019-10-25 12:39:02,Healthcare & Nursing Jobs,CompHealth,Edgewater,Maryland,United States,38.953011,-76.548823,"38.953011,-76.548823"
1312806126,"Physician: Internal Medicine Physician Need Near Atlanta, Georgia | JOB-2348188",2019-10-25 12:39:01,Healthcare & Nursing Jobs,CompHealth,Suwanee,Georgia,United States,34.05149,-84.0713,"34.05149,-84.0713"
1312806164,Physician: Arizona Hospital in Need of Hematologist Oncologist | JOB-2353533,2019-10-25 12:39:02,Healthcare & Nursing Jobs,CompHealth,Apache Junction,Arizona,United States,33.564951,-111.374653,"33.564951,-111.37465300000001"
1328242531,Physician: Medical Director Needed in Nebraska | JOB-2601490,2019-11-06 20:29:30,Healthcare & Nursing Jobs,CompHealth,Loup City,Nebraska,United States,41.339857,-98.828956,"41.339857,-98.828956"
1312809597,Physician: Locums Job in KY for Interventional Cardiologist | JOB-2604567,2019-10-25 12:40:20,Healthcare & Nursing Jobs,CompHealth,Lebanon,Kentucky,United States,37.610182,-85.163472,"37.610182,-85.163472"
1312805688,Physician: ENT Physician Needed in Kentucky with Shareholder Equity | JOB-2357559,2019-10-25 12:38:53,Healthcare & Nursing Jobs,CompHealth,Bowling Green,Kentucky,United States,37.018244,-86.463026,"37.018244,-86.463026"
1312809115,Physician: Locum Tenens Job in Virginia for a Dermatologist | JOB-2576126,2019-10-25 12:40:08,Healthcare & Nursing Jobs,CompHealth,Fairlawn,Virginia,United States,37.148459,-80.57839200000002,"37.148459,-80.57839200000002"
1312805606,"Physician: Family Medicine Position with OB Available in MN, Six Weeks’ PTO | JOB-2377072",2019-10-25 12:38:51,Healthcare & Nursing Jobs,CompHealth,Detroit Lakes,Minnesota,United States,46.817181,-95.845325,"46.817181,-95.845325"
1312805431,Physician: Physician for Traditional Family Medicine in Minnesota | JOB-2503519,2019-10-25 12:38:48,Healthcare & Nursing Jobs,CompHealth,Owatonna,Minnesota,United States,44.085557,-93.225935,"44.085557,-93.22593499999999"
1328242467,Physician: OB/GYN Opportunity in Northern Minnesota with Exceptional Compensation | JOB-2344804,2019-11-06 20:29:06,Healthcare & Nursing Jobs,CompHealth,Hibbing,Minnesota,United States,47.370391,-92.875912,"47.370391,-92.875912"
1328242137,Physician: Family Practitioner Opening in Illinois | JOB-2357058,2019-11-06 20:28:25,Healthcare & Nursing Jobs,CompHealth,Sterling,Illinois,United States,41.788642,-89.696219,"41.788641999999996,-89.696219"
1312804970,Physician: Gynecology Physician Opportunity in North Carolina | JOB-2551419,2019-10-25 12:38:36,Healthcare & Nursing Jobs,CompHealth,Southport,North Carolina,United States,33.921563,-78.020268,"33.921563,-78.020268"
1312805977,"Physician: Adult Psychiatrist Job Outside of Scranton, Pennsylvania | JOB-2411287",2019-10-25 12:38:58,Healthcare & Nursing Jobs,CompHealth,Spring Mills,Pennsylvania,United States,40.81926,-77.565308,"40.81926,-77.565308"
1312805722,Physician: Family Practice Position With Academics Just Outside Philly Pennsylvania | JOB-2455057,2019-10-25 12:38:53,Healthcare & Nursing Jobs,CompHealth,Norristown,Pennsylvania,United States,40.131126,-75.33164000000002,"40.131126,-75.33164000000002"
1312805557,Physician: Interventional Cardiologist Position in a Lovely New Mexico Town | JOB-2539161,2019-10-25 12:38:51,Healthcare & Nursing Jobs,CompHealth,Mexico,New York,United States,43.459514,-76.228818,"43.459514,-76.228818"
1332444836,Physician: Group in Texas Needs a Hematologist Oncologist | JOB-2497440,2019-11-09 23:00:58,Healthcare & Nursing Jobs,CompHealth,El Paso,Texas,United States,31.728119,-106.352669,"31.728119,-106.35266899999999"
1312805839,Physician: Urgent Care Physician Opening in Oregon | JOB-2377040,2019-10-25 12:38:55,Healthcare & Nursing Jobs,CompHealth,Culver,Oregon,United States,44.588533,-121.330785,"44.588533,-121.330785"
1328242250,Physician: Gastroenterology Position in a Breathtaking and Scenic Arizona City | JOB-2552943,2019-11-06 20:28:50,Healthcare & Nursing Jobs,CompHealth,Apache Junction,Arizona,United States,33.564951,-111.374653,"33.564951,-111.37465300000001"
1334498054,Physician: FM/IM Physician Needed in the San Francisco Bay Area | JOB-2610549,2019-11-11 22:09:20,Healthcare & Nursing Jobs,CompHealth,Farmington,California,United States,37.928543,-120.943179,"37.928543,-120.943179"
1312806019,Physician: Family Medicine or Urgent Care physician needed in Illinois | JOB-2553120,2019-10-25 12:38:59,Healthcare & Nursing Jobs,CompHealth,Niantic,Illinois,United States,39.863792,-89.15483,"39.863792,-89.15483"
1328242267,Physician: Physical Medicine and Rehabilitation Physician Needed in California | JOB-2504260,2019-11-06 20:28:52,Healthcare & Nursing Jobs,CompHealth,Campbell,California,United States,37.295035,-121.948372,"37.295035,-121.94837199999999"
1312805776,"Physician: Geriatric Internist Needed for a Large SNF in Westchester, NY | JOB-2577120",2019-10-25 12:38:54,Healthcare & Nursing Jobs,CompHealth,Norwich,New York,United States,42.522869,-75.57467700000002,"42.522869,-75.57467700000002"
1312804774,Physician: Hospitalist With Block Flexible Schedule Needed in Alabama | JOB-2603797,2019-10-25 12:38:21,Healthcare & Nursing Jobs,CompHealth,Mobile,Alabama,United States,30.705883,-88.038754,"30.705883,-88.038754"
1328242255,Physician: Central Pennsylvania Medical Facility Seeks EM Physician | JOB-2570192,2019-11-06 20:28:51,Healthcare & Nursing Jobs,CompHealth,Spring Mills,Pennsylvania,United States,40.81926,-77.565308,"40.81926,-77.565308"
1312805930,Physician: Family Medicine or Sports Medicine Physician Opportunity in Pennsylvania | JOB-2575619,2019-10-25 12:38:57,Healthcare & Nursing Jobs,CompHealth,Spring Mills,Pennsylvania,United States,40.81926,-77.565308,"40.81926,-77.565308"
1312805459,"Physician: Mostly Outpatient Pediatrician Need in Metro New York, 1:10 Call | JOB-2494245",2019-10-25 12:38:49,Healthcare & Nursing Jobs,CompHealth,Kings County,New York,United States,40.680459,-73.980703,"40.680459,-73.980703"
1328242530,Physician: Day Hospitalist Needed in Western Texas | JOB-2603562,2019-11-06 20:29:30,Healthcare & Nursing Jobs,CompHealth,Eldorado,Illinois,United States,37.87838,-88.39337900000002,"37.87838,-88.39337900000002"
1312809532,Physician: Facility in Massachusetts Is Looking for a Locum Tenens Medical Oncologist | JOB-2567390,2019-10-25 12:40:19,Healthcare & Nursing Jobs,CompHealth,Winchester,Massachusetts,United States,42.452303,-71.136996,"42.452303,-71.136996"
1329514875,Physician: Reside and Practice in a Beautiful Georgia Location | JOB-2552683,2019-11-07 14:23:21,Healthcare & Nursing Jobs,CompHealth,Savannah,Georgia,United States,32.081259,-81.080985,"32.081259,-81.080985"
1312805310,Physician: Primary Care Physician Job in Arkansas | JOB-2430966,2019-10-25 12:38:46,Healthcare & Nursing Jobs,CompHealth,Pine Bluff,Arkansas,United States,34.196858,-91.904929,"34.196858,-91.90492900000001"
1312805244,"Physician: Lead Pediatrician Needed in Massachusetts, 100% Outpatient | JOB-2558938",2019-10-25 12:38:45,Healthcare & Nursing Jobs,CompHealth,Boston,Massachusetts,United States,42.307319,-71.08593499999998,"42.307319,-71.08593499999998"
1328242189,Physician: Locums Pediatrician Job Opportunity in AL | JOB-2600928,2019-11-06 20:28:38,Healthcare & Nursing Jobs,CompHealth,Basom,New York,United States,43.096448,-78.390856,"43.096447999999995,-78.390856"
1312805263,Physician: Internal Medicine Outpatient Physician in Eastern CT | JOB-2348940,2019-10-25 12:38:46,Healthcare & Nursing Jobs,CompHealth,Norwich,Connecticut,United States,41.553277,-72.082369,"41.553277,-72.082369"
1329514912,Physician: Vascular Surgeon Needed in South Carolina | JOB-2574306,2019-11-07 14:23:36,Healthcare & Nursing Jobs,CompHealth,Columbia,South Carolina,United States,33.909477,-80.93462,"33.909477,-80.93462"
1312805034,Physician: Inpatient Adult General Psychiatrist Job in Massachusetts | JOB-2508612,2019-10-25 12:38:39,Healthcare & Nursing Jobs,CompHealth,Attleboro,Massachusetts,United States,41.9082,-71.3625,"41.9082,-71.3625"
1281058752,Uber Driver-Partner: Make every day payday with Instant Pay,2019-09-30 20:16:58,Other/General Jobs,Uber,Henderson,Nevada,United States,35.920884,-115.165201,"35.920884,-115.165201"
1281065185,Part Time Driver with Uber,2019-09-30 20:19:10,Other/General Jobs,Uber,Philadelphia,Pennsylvania,United States,39.996593,-75.134741,"39.996593,-75.134741"
1281066526,Uber Driver Partner (Full Time Independent Contractor),2019-09-30 20:19:50,Other/General Jobs,Uber,Boston,Massachusetts,United States,42.3601,-71.1308,"42.3601,-71.1308"
1281074037,Flexible Hours & Daily Pay - Uber Partner Driver,2019-09-30 20:24:47,Other/General Jobs,Uber,Newton,Massachusetts,United States,42.3367,-71.2094,"42.3367,-71.2094"
1281064649,Uber Driver-Partner: You’re insured on every trip,2019-09-30 20:18:49,Other/General Jobs,Uber,Philadelphia,Pennsylvania,United States,39.996593,-75.134741,"39.996593,-75.134741"
1281072894,Want to drive with Uber? Sign up today,2019-09-30 20:24:04,Other/General Jobs,Uber,Laughlin,Nevada,United States,35.17,-114.57,"35.17,-114.57"
1312809673,Physician: A PA Facility Is Looking for a Temporary Radiation Oncologist | JOB-2569060,2019-10-25 12:40:22,Healthcare & Nursing Jobs,CompHealth,Spring Mills,Pennsylvania,United States,40.81926,-77.565308,"40.81926,-77.565308"
1312806024,"Physician: Outpatient Psychiatrist Needed in Newburgh, NY | JOB-2425441",2019-10-25 12:38:59,Healthcare & Nursing Jobs,CompHealth,Norwich,New York,United States,42.522869,-75.57467700000002,"42.522869,-75.57467700000002"
1281069687,Work for Weekend Cash - Drive with Uber,2019-09-30 20:22:03,Other/General Jobs,Uber,Henderson,Nevada,United States,35.920884,-115.165201,"35.920884,-115.165201"
1281203248,Uber Driver Partner (Be Your Own Boss),2019-09-30 21:59:52,Other/General Jobs,Uber,Chicago,Illinois,United States,41.877521,-87.611233,"41.877521,-87.611233"
1281072918,Uber Driver - Opportunity to Earn Tips,2019-09-30 20:24:05,Other/General Jobs,Uber,Boston,Massachusetts,United States,42.3601,-71.1308,"42.3601,-71.1308"
1281055966,Part Time Driver with Uber,2019-09-30 20:15:30,Other/General Jobs,Uber,Philadelphia,Pennsylvania,United States,39.955624,-75.164753,"39.955624,-75.164753"
1312804788,Physician: Group in North Carolina Need an Internal Medicine Physician | JOB-2604293,2019-10-25 12:38:22,Healthcare & Nursing Jobs,CompHealth,Durham,North Carolina,United States,35.99812100000001,-78.892044,"35.99812100000001,-78.892044"
1312805289,Physician: Orthopedic Surgery Opportunity at an Award Winning Facility in Kentucky | JOB-2465709,2019-10-25 12:38:46,Healthcare & Nursing Jobs,CompHealth,Westwood,Kentucky,United States,38.481766,-82.658775,"38.481766,-82.658775"
1281200112,Make More Money this Fall Driving Your Car. Drive with Uber,2019-09-30 21:56:50,Other/General Jobs,Uber,Chicago,Illinois,United States,41.877521,-87.611233,"41.877521,-87.611233"
1281195544,Uber Driver-Partner: Be Your Own Boss,2019-09-30 21:52:26,Other/General Jobs,Uber,Chicago,Illinois,United States,41.877521,-87.611233,"41.877521,-87.611233"
1281202097,"With Uber, you’re insured on every trip",2019-09-30 21:58:51,Other/General Jobs,Uber,Cicero,Illinois,United States,41.845588,-87.753945,"41.845588,-87.753945"
1281068527,Be an Uber Driver Partner in your city,2019-09-30 20:21:11,Other/General Jobs,Uber,Brookline,Massachusetts,United States,42.3336,-71.1237,"42.3336,-71.1237"
1281068123,"Uber Driver Partner - Drive anytime, get paid instantly",2019-09-30 20:20:55,Other/General Jobs,Uber,Milton,Massachusetts,United States,42.27,-71.07,"42.27,-71.07"
1281059641,Uber Driver Partner - Earn in your free time,2019-09-30 20:17:30,Other/General Jobs,Uber,Henderson,Nevada,United States,35.920884,-115.165201,"35.920884,-115.165201"
1281196688,Make More Money this Fall Driving Your Car. Drive with Uber,2019-09-30 21:53:22,Other/General Jobs,Uber,Chicago,Illinois,United States,41.877521,-87.611233,"41.877521,-87.611233"
1281068158,Flexible Driving Opportunity,2019-09-30 20:20:56,Other/General Jobs,Uber,Westwood,Massachusetts,United States,42.218849,-71.207138,"42.218849,-71.207138"
1281202218,Uber Driver Partner (Make More Money Between Internships),2019-09-30 21:59:01,Other/General Jobs,Uber,Chicago,Illinois,United States,41.649462,-87.55335500000002,"41.649462,-87.55335500000002"
1281067596,Uber Driver Partner - Want to choose your hours?,2019-09-30 20:20:37,Other/General Jobs,Uber,Philadelphia,Pennsylvania,United States,39.996593,-75.134741,"39.996593,-75.134741"
1312805564,Physician: Child and adolescent Psychiatrist Job in North Carolina | JOB-2354336,2019-10-25 12:38:51,Healthcare & Nursing Jobs,CompHealth,Fayetteville,North Carolina,United States,35.052993,-78.87870600000002,"35.052993,-78.87870600000002"
1281204598,Uber Driver Partner - Earn money on your schedule,2019-09-30 22:01:12,Other/General Jobs,Uber,Chicago,Illinois,United States,41.877521,-87.611233,"41.877521,-87.611233"
1281064368,Uber Driver Partner - Supplement Your Income,2019-09-30 20:18:44,Other/General Jobs,Uber,Quakertown,Pennsylvania,United States,40.483716,-75.393847,"40.483715999999994,-75.393847"
1281071445,Uber Driver-Partner: Be Your Own Boss,2019-09-30 20:23:06,Other/General Jobs,Uber,Boston,Massachusetts,United States,42.354856,-71.066119,"42.354856,-71.066119"
1281203926,Uber Driver-Partner: Be Your Own Boss,2019-09-30 22:00:35,Other/General Jobs,Uber,Chicago,Illinois,United States,41.877521,-87.611233,"41.877521,-87.611233"
1281204902,Want to drive with Uber? Sign up today,2019-09-30 22:01:25,Other/General Jobs,Uber,Chicago Heights,Illinois,United States,41.49525300000001,-87.62501400000002,"41.49525300000001,-87.62501400000002"
1281070678,Driver Gig,2019-09-30 20:22:40,Other/General Jobs,Uber,Henderson,Nevada,United States,35.920884,-115.165201,"35.920884,-115.165201"
1281074906,Uber Driver-Partner: Be Your Own Boss,2019-09-30 20:25:22,Other/General Jobs,Uber,Philadelphia,Pennsylvania,United States,39.960302,-75.20052199999998,"39.960302,-75.20052199999998"
1281198052,Boost your Customer Service Income - Become an Uber Driver,2019-09-30 21:54:42,Other/General Jobs,Uber,Chicago,Illinois,United States,41.71,-87.62,"41.71,-87.62"
1281197615,Uber Driver Partner,2019-09-30 21:54:25,Other/General Jobs,Uber,Chicago,Illinois,United States,41.877521,-87.611233,"41.877521,-87.611233"
1281203394,Uber Driver-Partner: Make every day payday with Instant Pay,2019-09-30 22:00:06,Other/General Jobs,Uber,North Chicago,Illinois,United States,42.310494,-87.877423,"42.310494,-87.877423"
1281076368,Uber Driver Partner - Supplement Your Assistant Income,2019-09-30 20:26:17,Other/General Jobs,Uber,Bear,Delaware,United States,39.629279,-75.658263,"39.629279,-75.658263"
1281195389,Part Time Uber Driver Partner (Independent Contractor),2019-09-30 21:52:18,Other/General Jobs,Uber,Chicago Ridge,Illinois,United States,41.701422,-87.77922,"41.701421999999994,-87.77922"
1281198826,Earn Cash - Become an Uber Driver Partner,2019-09-30 21:55:19,Other/General Jobs,Uber,Ford Heights,Illinois,United States,41.501632,-87.59278,"41.501632,-87.59278"
1329515587,Physician: Emergency Medicine Physician Needed in NE | JOB-2609554,2019-11-07 14:24:24,Healthcare & Nursing Jobs,CompHealth,Loup City,Nebraska,United States,41.339857,-98.828956,"41.339857,-98.828956"
